CCE,Rule ID,Title,Discussion,Mechanism,Check,Check Result,Fix,800-53r5,800-171,SRG,DISA STIG,CCI
CCE-90974-7,os_policy_banner_ssh_configure,Display Policy Banner at Remote Login,"Remote login service _MUST_ be configured to display a policy banner at login. 

Displaying a standardized and approved use notification before granting access to the operating system ensures that users are provided with privacy and security notification verbiage that is consistent with applicable federal laws, Executive Orders, directives, policies, regulations, standards, and guidance.

System use notifications are required only for access via login interfaces with human users and are not required when such human interfaces do not exist.
",Script,"bannerText=""You are accessing a U.S. Government information system, which includes: 1) this computer, 2) this computer network, 3) all Government-furnished computers connected to this network, and 4) all Government-furnished devices and storage media attached to this network or to a computer on this network. You understand and consent to the following: you may access this information system for authorized use only; unauthorized use of the system is prohibited and subject to criminal and civil penalties; you have no reasonable expectation of privacy regarding any communication or data transiting or stored on this information system at any time and for any lawful Government purpose, the Government may monitor, intercept, audit, and search and seize any communication or data transiting or stored on this information system; and any communications or data transiting or stored on this information system may be disclosed or used for any lawful Government purpose. This information system may contain Controlled Unclassified Information (CUI) that is subject to safeguarding or dissemination controls in accordance with law, regulation, or Government-wide policy. Accessing and using this system indicates your understanding of this warning.""
/usr/bin/grep -c ""$bannerText"" /etc/banner
",{'integer': 1},"[source,bash]
----
bannerText=""You are accessing a U.S. Government information system, which includes: 1) this computer, 2) this computer network, 3) all Government-furnished computers connected to this network, and 4) all Government-furnished devices and storage media attached to this network or to a computer on this network. You understand and consent to the following: you may access this information system for authorized use only; unauthorized use of the system is prohibited and subject to criminal and civil penalties; you have no reasonable expectation of privacy regarding any communication or data transiting or stored on this information system at any time and for any lawful Government purpose, the Government may monitor, intercept, audit, and search and seize any communication or data transiting or stored on this information system; and any communications or data transiting or stored on this information system may be disclosed or used for any lawful Government purpose. This information system may contain Controlled Unclassified Information (CUI) that is subject to safeguarding or dissemination controls in accordance with law, regulation, or Government-wide policy. Accessing and using this system indicates your understanding of this warning.""
/bin/echo ""${bannerText}"" > /etc/banner
----   
",AC-8,3.1.9,SRG-OS-000023-GPOS-00006,APPL-12-000023,CCI-000048
CCE-90975-4,os_policy_banner_ssh_enforce,Enforce SSH to Display Policy Banner,"SSH _MUST_ be configured to display a policy banner. 

Displaying a standardized and approved use notification before granting access to the operating system ensures that users are provided with privacy and security notification verbiage that is consistent with applicable federal laws, Executive Orders, directives, policies, regulations, standards, and guidance.

System use notifications are required only for access via login interfaces with human users and are not required when such human interfaces do not exist

NOTE: /etc/ssh/sshd_config will be automatically modified to its original state following any update or major upgrade to the operating system.
",Script,"/usr/bin/grep -c ""^Banner /etc/banner"" /etc/ssh/sshd_config 
",{'integer': 1},"[source,bash]
----
/usr/bin/sed -i.bak 's/^[\#]*Banner.*/Banner \/etc\/banner/' /etc/ssh/sshd_config
----
",AC-8,3.1.9,"SRG-OS-000023-GPOS-00006
SRG-OS-000024-GPOS-00007",APPL-12-000024,"CCI-000048
CCI-000050"
CCE-90981-2,os_privacy_setup_prompt_disable,Disable Privacy Setup Services During Setup Assistant,"The prompt for Privacy Setup services during Setup Assistant _MUST_ be disabled.

Organizations _MUST_ apply organization-wide configuration settings. The macOS Privacy Setup services prompt guides new users through enabling their own specific privacy settings; this is not essential and, therefore, _MUST_ be disabled to prevent against the risk of individuals electing privacy settings with the potential to override organization-wide settings.
",Configuration Profile,"/usr/bin/osascript -l JavaScript << EOS
$.NSUserDefaults.alloc.initWithSuiteName('com.apple.SetupAssistant.managed')\
.objectForKey('SkipPrivacySetup').js
EOS
",{'string': 'true'},"Create a configuration profile containing the following keys in the (com.apple.SetupAssistant.managed) payload type:

[source,xml]
----
<key>SkipPrivacySetup</key>
<true/>
----

","CM-7
CM-7(1)",,SRG-OS-000095-GPOS-00049,APPL-12-002036,CCI-000381
CCE-90989-5,os_recovery_lock_enable,Enable Recovery Lock,"A recovery lock password _MUST_ be enabled and set. 

Single user mode, recovery mode, the Startup Manager, and several other tools are available on macOS by holding down specific key combinations during startup. Setting a recovery lock restricts access to these tools.

NOTE: Recovery lock passwords are not supported on Intel devices. This rule is only applicable to Apple Silicon devices.
",Manual,"/usr/libexec/mdmclient QuerySecurityInfo | /usr/bin/grep -c ""IsRecoveryLockedEnabled = 1""
",{'integer': 1},"NOTE: The SetRecoveryLock command can be used to set a Recovery Lock password.
",AC-6,3.1.5,,,
CCE-90991-1,os_removable_media_disable,Disable Removable Storage Devices,"Removable media, such as USB connected external hard drives, thumb drives, and optical media, _MUST_ be disabled for users.

Disabling removable storage devices reduces the risks and known vulnerabilities of such devices (e.g., malicious code insertion)

[IMPORTANT]
====
Some organizations rely on the use of removable media for storing and sharing data. Information System Security Officers (ISSOs) may make the risk-based decision not to disable external hard drives to avoid losing this functionality, but they are advised to first fully weigh the potential risks posed to their organization.
====

[IMPORTANT]
====
Apple has deprecated the use of media mount controls, using these controls may not work as expected. Third party software may be required to fullfill the compliance requirements.
====
",Configuration Profile,"/usr/bin/osascript -l JavaScript << EOS
ObjC.unwrap($.NSUserDefaults.alloc.initWithSuiteName('com.apple.systemuiserver')\
.objectForKey('mount-controls'))[""harddisk-external""]
EOS
","{'string': 'deny,eject'}","Create a configuration profile containing the following keys in the (com.apple.systemuiserver) payload type:

[source,xml]
----
<key>mount-controls</key>
----

",MP-7,3.8.8,"SRG-OS-000480-GPOS-00227
SRG-OS-000319-GPOS-00164",APPL-12-005051,"CCI-000366
CCI-001967"
CCE-90994-5,os_root_disable,Disable Root Login,"To assure individual accountability and prevent unauthorized access, logging in as root at the login window _MUST_ be disabled.

The macOS system _MUST_ require individuals to be authenticated with an individual authenticator prior to using a group authenticator, and administrator users _MUST_ never log in directly as root. 
",Script,"/usr/bin/dscl . -read /Users/root UserShell 2>&1 | /usr/bin/grep -c ""/usr/bin/false""
",{'integer': 1},"[source,bash]
----
/usr/bin/dscl . -create /Users/root UserShell /usr/bin/false
----
","IA-2
IA-2(5)","3.5.1
3.5.2",,,
CCE-91111-5,os_safari_open_safe_downloads_disable,Disable Automatic Opening of Safe Files in Safari,"Open ""safe"" files after downloading _MUST_ be disabled in Safari. 
",Configuration Profile,"/usr/bin/profiles -P -o stdout | /usr/bin/grep -c 'AutoOpenSafeDownloads = 0' | /usr/bin/awk '{ if ($1 >= 1) {print ""1""} else {print ""0""}}'
",{'integer': 1},"Create a configuration profile containing the following keys in the (com.apple.Safari) payload type:

[source,xml]
----
<key>AutoOpenSafeDownloads</key>
<false/>
----

",,,,,
CCE-90995-2,os_screensaver_loginwindow_enforce,Enforce Screen Saver at Login Window,"A default screen saver _MUST_ be configured to display at the login window and _MUST_ not display any sensitive information.
",Configuration Profile,"/usr/bin/osascript -l JavaScript << EOS
$.NSUserDefaults.alloc.initWithSuiteName('com.apple.screensaver')\
.objectForKey('loginWindowModulePath').js
EOS
",{'string': '/System/Library/Screen Savers/Flurry.saver'},"Create a configuration profile containing the following keys in the (com.apple.screensaver) payload type:

[source,xml]
----
<key>loginWindowModulePath</key>
<string>/System/Library/Screen Savers/Flurry.saver</string>
----

",AC-11(1),3.1.10,SRG-OS-000031-GPOS-00012,APPL-12-000006,CCI-000060
CCE-90996-0,os_secure_boot_verify,Ensure Secure Boot Level Set to Full,"The Secure Boot security setting _MUST_ be set to full.

Full security is the default Secure Boot setting in macOS. During startup, when Secure Boot is set to full security, the Mac will verify the integrity of the operating system before allowing the operating system to boot. 

NOTE: This will only return a proper result on a T2 or Apple Silicon Macs.
",Manual,"/usr/libexec/mdmclient QuerySecurityInfo | /usr/bin/grep -c ""SecureBootLevel = full""
",{'integer': 1},"NOTE: Boot into Recovery Mode and enable Full Secure Boot
","SI-7
SI-7(1)
SI-7(5)
SI-6",,,,
CCE-91112-3,os_show_filename_extensions_enable,Enable Show All Filename Extensions,"Show all filename extensions _MUST_ be enabled in the Finder.

[NOTE] 
====
The check and fix are for the currently logged in user. To get the currently logged in user, run the following.
[source,bash]
----
CURRENT_USER=$( scutil <<< ""show State:/Users/ConsoleUser"" \| awk '/Name :/ && ! /loginwindow/ { print $3 }' )
----
====
",Script,"/usr/bin/sudo -u ""$CURRENT_USER"" /usr/bin/defaults read .GlobalPreferences AppleShowAllExtensions 2>/dev/null
",{'boolean': 1},"[source,bash]
----
/usr/bin/sudo -u ""$CURRENT_USER"" /usr/bin/defaults write /Users/""$CURRENT_USER""/Library/Preferences/.GlobalPreferences AppleShowAllExtensions -bool true
----
",,,,,
CCE-91000-0,os_sip_enable,Ensure System Integrity Protection is Enabled,"System Integrity Protection (SIP) _MUST_ be enabled. 

SIP is vital to protecting the integrity of the system as it prevents malicious users and software from making unauthorized and/or unintended modifications to protected files and folders; ensures the presence of an audit record generation capability for defined auditable events for all operating system components; protects audit tools from unauthorized access, modification, and deletion; restricts the root user account and limits the actions that the root user can perform on protected parts of the macOS; and prevents non-privileged users from granting other users direct access to the contents of their home directories and folders.

NOTE: SIP is enabled by default in macOS.
",Script,"/usr/bin/csrutil status | /usr/bin/grep -c 'System Integrity Protection status: enabled.'
",{'integer': 1},"[source,bash]
----
/usr/bin/csrutil enable
----
NOTE: To reenable ""System Integrity Protection"", boot the affected system into ""Recovery"" mode, launch ""Terminal"" from the ""Utilities"" menu, and run the command.
","AC-3
AU-9
AU-9(3)
CM-5
CM-5(6)
SC-4
SI-2
SI-7","3.1.1
3.1.2
3.3.6
3.3.8
3.4.5
3.13.4","SRG-OS-000051-GPOS-00024
SRG-OS-000054-GPOS-00025
SRG-OS-000062-GPOS-00031
SRG-OS-000122-GPOS-00063
SRG-OS-000256-GPOS-00097
SRG-OS-000257-GPOS-00098
SRG-OS-000258-GPOS-00099
SRG-OS-000259-GPOS-00100
SRG-OS-000348-GPOS-00136
SRG-OS-000349-GPOS-00137
SRG-OS-000350-GPOS-00138
SRG-OS-000351-GPOS-00139
SRG-OS-000352-GPOS-00140
SRG-OS-000353-GPOS-00141
SRG-OS-000354-GPOS-00142",APPL-12-005001,"CCI-000154
CCI-000158
CCI-000169
CCI-001493
CCI-001494
CCI-001495
CCI-001499
CCI-001875
CCI-001876
CCI-001877
CCI-001878
CCI-001879
CCI-001880
CCI-001881
CCI-001882"
CCE-91001-8,os_siri_prompt_disable,Disable Siri Setup during Setup Assistant,"The prompt for Siri during Setup Assistant _MUST_ be disabled.

Organizations _MUST_ apply organization-wide configuration settings. The macOS Siri Assistant Setup prompt guides new users through enabling their own specific Siri settings; this is not essential and, therefore, _MUST_ be disabled to prevent against the risk of individuals electing Siri settings with the potential to override organization-wide settings.
",Configuration Profile,"/usr/bin/osascript -l JavaScript << EOS
$.NSUserDefaults.alloc.initWithSuiteName('com.apple.SetupAssistant.managed')\
.objectForKey('SkipSiriSetup').js
EOS
",{'string': 'true'},"Create a configuration profile containing the following keys in the (com.apple.SetupAssistant.managed) payload type:

[source,xml]
----
<key>SkipSiriSetup</key>
<true/>
----

","AC-20
CM-7
CM-7(1)","3.1.20
3.4.6","SRG-OS-000095-GPOS-00049
SRG-OS-000370-GPOS-00155",APPL-12-002039,"CCI-000381
CCI-001774"
CCE-91113-1,os_skip_screen_time_prompt_enable,Disable Screen Time Prompt During Setup Assistant,The prompt for Screen Time setup during Setup Assistant _MUST_ be disabled.,Configuration Profile,"/usr/bin/osascript -l JavaScript << EOS
$.NSUserDefaults.alloc.initWithSuiteName('com.apple.SetupAssistant.managed')\
.objectForKey('SkipScreenTime').js
EOS
",{'string': 'true'},"Create a configuration profile containing the following keys in the (com.apple.SetupAssistant.managed) payload type:

[source,xml]
----
<key>SkipScreenTime</key>
<true/>
----

","CM-7
CM-7(1)",,SRG-OS-000095-GPOS-00049,APPL-12-005055,CCI-000381
CCE-91002-6,os_skip_unlock_with_watch_enable,Disable Unlock with Apple Watch During Setup Assistant,"The prompt for Apple Watch unlock setup during Setup Assistant _MUST_ be disabled. 

Disabling Apple watches is a necessary step to ensuring that the information system retains a session lock until the user reestablishes access using an authorized identification and authentication procedures.
",Configuration Profile,"/usr/bin/osascript -l JavaScript << EOS
$.NSUserDefaults.alloc.initWithSuiteName('com.apple.SetupAssistant.managed')\
.objectForKey('SkipUnlockWithWatch').js
EOS
",{'string': 'true'},"Create a configuration profile containing the following keys in the (com.apple.SetupAssistant.managed) payload type:

[source,xml]
----
<key>SkipUnlockWithWatch</key>
<true/>
----

",AC-20,3.1.20,SRG-OS-000095-GPOS-00049,APPL-12-005056,CCI-000381
