CCE ID v5,CCE Title,USGCB Setting,Technical Mechanism,Configuration Details,Rationale,Impact,800-53 Mapping,National Information Assurance Partnership Operating System Protection Profile,Center for Internet Security,Defense Information Systems Agency Security Security Requirements Guide,Configuration Group
CCE-82419-3,Set SSH Daemon LogLevel to VERBOSE,VERBOSE,/etc/ssh/sshd_config,"The VERBOSE parameter configures the SSH daemon to record login and logout activity.
To specify the log level in
SSH, add or correct the following line in the /etc/ssh/sshd_config file:
LogLevel VERBOSE","SSH provides several logging levels with varying amounts of verbosity. DEBUG is specifically
not recommended other than strictly for debugging SSH communications since it provides
so much data that it is difficult to identify important security information. INFO or 
VERBOSE level is the basic level that only records login activity of SSH users. In many
situations, such as Incident Response, it is important to determine when a particular user was active
on a system. The logout record can eliminate those users who disconnected, which helps narrow the
field.",medium,"AC-17(1),AC-17(a),CM-6(a)",,,SRG-OS-000032-GPOS-00013,Configure OpenSSH Server if Necessary
CCE-82933-3,Uninstall nfs-utils Package,remove,via yum,"The nfs-utils package can be removed with the following command:

$ sudo yum erase nfs-utils","nfs-utils provides a daemon for the kernel NFS server and related tools. This
package also contains the showmount program. showmount queries the mount
daemon on a remote host for information about the Network File System (NFS) server on the
remote host. For example, showmount can display the clients which are mounted on
that host.",low,,,,SRG-OS-000095-GPOS-00049,NFS and RPC
CCE-80235-5,Configure mountd to use static port,configure,via /etc/sysconfig/nfs,"Configure the mountd daemon to use a static port as
opposed to letting the RPC Bind service dynamically assign a port. Edit the
file /etc/sysconfig/nfs. Add or correct the following line:
MOUNTD_PORT=statd-port
Where mountd-port is a port which is not used by any other service on your network.","Restricting services to always use a given port enables firewalling
to be done more effectively.",unknown,,,,,Configure NFS Services to Use Fixed Ports (NFSv3 and NFSv2)
CCE-80232-2,Configure lockd to use static TCP port,configure,via /etc/sysconfig/nfs,"Configure the lockd daemon to use a static TCP port as
opposed to letting the RPC Bind service dynamically assign a port. Edit the
file /etc/sysconfig/nfs. Add or correct the following line:
LOCKD_TCPPORT=lockd-port
Where lockd-port is a port which is not used by any other service on
your network.","Restrict service to always use a given port, so that firewalling can be done
effectively.",unknown,,,,,Configure NFS Services to Use Fixed Ports (NFSv3 and NFSv2)
CCE-80234-8,Configure statd to use static port,configure,via /etc/sysconfig/nfs,"Configure the statd daemon to use a static port as
opposed to letting the RPC Bind service dynamically assign a port. Edit the
file /etc/sysconfig/nfs. Add or correct the following line:
STATD_PORT=statd-port
Where statd-port is a port which is not used by any other service on your network.","Restricting services to always use a given port enables firewalling
to be done more effectively.",unknown,,,,,Configure NFS Services to Use Fixed Ports (NFSv3 and NFSv2)
CCE-80233-0,Configure lockd to use static UDP port,configure,via /etc/sysconfig/nfs,"Configure the lockd daemon to use a static UDP port as
opposed to letting the RPC Bind service dynamically assign a port. Edit the
file /etc/sysconfig/nfs. Add or correct the following line:
LOCKD_UDPPORT=lockd-port
Where lockd-port is a port which is not used by any other service on
your network.","Restricting services to always use a given port enables firewalling
to be done more effectively.",unknown,,,,,Configure NFS Services to Use Fixed Ports (NFSv3 and NFSv2)
CCE-80243-9,Ensure Insecure File Locking is Not Allowed,remove insecure_locks,via /etc/exports,"By default the NFS server requires secure file-lock requests, which require
credentials from the client in order to lock a file. Most NFS clients send
credentials with file lock requests, however, there are a few clients that
do not send credentials when requesting a file-lock, allowing the client to
only be able to lock world-readable files. To get around this, the
insecure_locks option can be used so these clients can access the
desired export. This poses a security risk by potentially allowing the
client access to data for which it does not have authorization. Remove any
instances of the insecure_locks option from the file
/etc/exports.","Allowing insecure file locking could allow for sensitive data to be
viewed or edited by an unauthorized user.",medium,,,,,Configure NFS Servers
CCE-80242-1,Restrict NFS Clients to Privileged Ports,remove insecure,via /etc/exports,"By default, the server NFS implementation requires that all client requests be made
from ports less than 1024. If your organization has control over systems connected to its
network, and if NFS requests are prohibited at the border firewall, this offers some protection
against malicious requests from unprivileged users. Therefore, the default should not be changed.

To ensure that the default has not been changed, ensure no line in
/etc/exports contains the option insecure.","Allowing client requests to be made from ports higher than 1024 could allow a unprivileged
user to initiate an NFS connection. If the unprivileged user account has been compromised, an
attacker could gain access to data on the NFS server.",unknown,"CM-6(a),CM-7(a),CM-7(b)",,,,Configure NFS Servers
CCE-80241-3,Use Root-Squashing on All Exports,remove no_root_squash,via /etc/exports,"If a filesystem is exported using root squashing, requests from root on the client
are considered to be unprivileged (mapped to a user such as nobody). This provides some mild
protection against remote abuse of an NFS server. Root squashing is enabled by default, and
should not be disabled.

Ensure that no line in /etc/exports contains the option no_root_squash.","If the NFS server allows root access to local file systems from remote hosts, this
access could be used to compromise the system.",unknown,,,,,Configure NFS Servers
CCE-27464-7,Use Kerberos Security on All Exports,krb5:krb5i:krb5p ,via /etc/exports,"Using Kerberos on all exported mounts prevents a malicious client or user from
impersonating a system user. To cryptography authenticate users to the NFS server,
add sec=krb5:krb5i:krb5p to each export in /etc/exports.","When an NFS server is configured to use AUTH_SYS a selected userid and groupid are used to handle
requests from the remote user. The userid and groupid could mistakenly or maliciously be set
incorrectly. The AUTH_GSS method of authentication uses certificates on the server and client
systems to more securely authenticate the remote mount request.",medium,"AC-17(a),CM-6(a),CM-7(a),CM-7(b),IA-2,IA-2(8),IA-2(9)",,,SRG-OS-000480-GPOS-00227,Configure NFS Servers
CCE-27458-9,Mount Remote Filesystems with Kerberos Security,krb5:krb5i:krb5p ,via /etc/exports,"Add the sec=krb5:krb5i:krb5p option to the fourth column of /etc/fstab for the line which controls mounting of
any NFS mounts.","When an NFS server is configured to use AUTH_SYS a selected userid and groupid are used to handle
requests from the remote user. The userid and groupid could mistakenly or maliciously be set
incorrectly. The AUTH_GSS method of authentication uses certificates on the server and client
systems to more securely authenticate the remote mount request.",medium,"AC-17(a),CM-6(a),CM-7(a),CM-7(b),IA-2,IA-2(8),IA-2(9)",,,SRG-OS-000480-GPOS-00227,Mount Remote Filesystems with Restrictive Options
CCE-80436-9,Mount Remote Filesystems with noexec,noexec,via /etc/fstab,"Add the noexec option to the fourth column of /etc/fstab for the line which controls mounting of
any NFS mounts.","The noexec mount option causes the system not to execute binary files. This option must be used
for mounting any file system not containing approved binary files as they may be incompatible. Executing
files from untrusted file systems increases the opportunity for unprivileged users to attain unauthorized
administrative access.",medium,"AC-6,AC-6(10),AC-6(8),CM-6(a)",,,SRG-OS-000480-GPOS-00227,Mount Remote Filesystems with Restrictive Options
CCE-80239-7,Mount Remote Filesystems with nodev,nodev,via /etc/fstab,"Add the nodev option to the fourth column of /etc/fstab for the line which controls mounting of
any NFS mounts.","Legitimate device files should only exist in the /dev directory. NFS mounts
should not present device files to users.",medium,"CM-6(a),MP-2",,,,Mount Remote Filesystems with Restrictive Options
CCE-80240-5,Mount Remote Filesystems with nosuid,nosuid,via /etc/fstab,"Add the nosuid option to the fourth column of /etc/fstab for the line which controls mounting of
any NFS mounts.","NFS mounts should not present suid binaries to users. Only vendor-supplied suid executables
should be installed to their default location on the local filesystem.",medium,"AC-6,AC-6(1),CM6(a)",,,SRG-OS-000480-GPOS-00227,Mount Remote Filesystems with Restrictive Options
CCE-80237-1,Disable Network File System (nfs),disable,via systemctl,"The Network File System (NFS) service allows remote hosts to mount
and interact with shared filesystems on the local system. If the local system
is not designated as a NFS server then this service should be disabled.

The nfs service can be disabled with the following command:
$ sudo systemctl disable nfs.service
The nfs service can be masked with the following command:
$ sudo systemctl mask nfs.service",Unnecessary services should be disabled to decrease the attack surface of the system.,unknown,"CM-6(a),CM-7(a),CM-7(b)",,,,Disable NFS Server Daemons
CCE-80238-9,Disable Secure RPC Server Service (rpcsvcgssd),disable,via systemctl,"The rpcsvcgssd service manages RPCSEC GSS contexts required to
secure protocols that use RPC (most often Kerberos and NFS). The rpcsvcgssd
service is the server-side of RPCSEC GSS. If the system does not require secure
RPC then this service should be disabled.

The rpcsvcgssd service can be disabled with the following command:
$ sudo systemctl disable rpcsvcgssd.service
The rpcsvcgssd service can be masked with the following command:
$ sudo systemctl mask rpcsvcgssd.service",Unnecessary services should be disabled to decrease the attack surface of the system.,unknown,,,,,Disable NFS Server Daemons
CCE-80236-3,Specify UID and GID for Anonymous NFS Connections,configure,via /etc/exports,"To specify the UID and GID for remote root users, edit the /etc/exports file and add the following for each export:

anonuid=value greater than UID_MAX from /etc/login.defs
anongid=value greater than GID_MAX from /etc/login.defs

Note that a value of &#34;-1&#34; is technically acceptable as this will randomize the anonuid and
anongid values on a Red Hat Enterprise Linux 6 based NFS server. While acceptable from a security perspective,
a value of -1  may cause interoperability issues, particularly with Red Hat Enterprise Linux 7 client systems.
Alternatively, functionally equivalent values of 60001, 65534, 65535 may be used.","Specifying the anonymous UID and GID ensures that the remote root user is mapped
to a local account which has no permissions on the system.",unknown,,,,,Disable NFS Server Daemons
CCE-80229-8,Disable Secure RPC Client Service (rpcgssd),disable,via systemctl,"The rpcgssd service manages RPCSEC GSS contexts required to secure protocols
that use RPC (most often Kerberos and NFS). The rpcgssd service is the
client-side of RPCSEC GSS. If the system does not require secure RPC then this
service should be disabled.

The rpcgssd service can be disabled with the following command:
$ sudo systemctl disable rpcgssd.service
The rpcgssd service can be masked with the following command:
$ sudo systemctl mask rpcgssd.service",,unknown,,,,,Disable Services Used Only by NFS
