CCE,Rule ID,Title,Discussion,Mechanism,Check,Check Result,Fix,800-53r5,800-171,SRG,DISA STIG,CCI
CCE-84806-9,os_uucp_disable,Disable Unix-to-Unix Copy Protocol Service,"The system _MUST_ not have the Unix-to-Unix Copy Protocol (UUCP) service active.

UUCP, a set of programs that enable the sending of files between different UNIX systems as well as sending commands to be executed on another system, is not essential and _MUST_ be disabled in order to prevent the unauthorized connection of devices, transfer of information, and tunneling.

NOTE: UUCP service is disabled at startup by default macOS.
",Script,"/bin/launchctl print-disabled system | /usr/bin/grep -c '""com.apple.uucp"" => true'
",{'integer': 1},"[source,bash]
----
/bin/launchctl disable system/com.apple.uucp
----
The system may need to be restarted for the update to take effect.
","AC-3
AC-17","3.1.1
3.1.2",SRG-OS-000095-GPOS-00049,AOSX-15-002006,CCI-000381
CCE-84807-7,pwpolicy_60_day_enforce,Restrict Maximum Password Lifetime to 60 Days,"The macOS _MUST_ be configured to enforce a maximum password lifetime limit of at least 60 days. 

This rule ensures that users are forced to change their passwords frequently enough to prevent malicious users from gaining and maintaining access to the system.
",Configuration Profile,"/usr/bin/osascript -l JavaScript << EOS
$.NSUserDefaults.alloc.initWithSuiteName('com.apple.mobiledevice.passwordpolicy')\
.objectForKey('maxPINAgeInDays').js
EOS
",{'integer': 60},"Create a configuration profile containing the following keys in the (com.apple.mobiledevice.passwordpolicy) payload type:

[source,xml]
----
<key>maxPINAgeInDays</key>
<integer>60</integer>
----

",IA-5,"3.5.1
3.5.2
3.5.7
3.5.8
3.5.9
3.5.10",SRG-OS-000076-GPOS-00044,AOSX-15-003008,CCI-000199
CCE-84808-5,pwpolicy_account_inactivity_enforce,Disable Accounts after 35 Days of Inactivity,"The macOS _MUST_ be configured to disable accounts after 35 days of inactivity.

This rule prevents malicious users from making use of unused accounts to gain access to the system while avoiding detection. 
",Script,"/usr/bin/pwpolicy getaccountpolicies | /usr/bin/grep -v ""Getting global account policies"" | /usr/bin/xmllint --xpath '/plist/dict/array/dict/dict[key=""policyAttributeInactiveDays""]/integer' - | /usr/bin/awk -F '[<>]' '{print $3}'
",{'integer': 35},"This setting may be enforced using local policy or by a directory service.

To set local policy to disable an inactive user after 35 days, edit the current password policy to contain the following <dict> within the ""policyCategoryAuthentication"":

[source,xml]
----
<dict>
<key>policyContent</key>
<string>policyAttributeLastAuthenticationTime &gt; policyAttributeCurrentTime - (policyAttributeInactiveDays * 24 * 60 * 60)</string>
<key>policyIdentifier</key>
<string>Inactive Account</string>
<key>policyParameters</key>
<dict>
<key>policyAttributeInactiveDays<key>
<integer>35</integer>
</dict>
</dict>
----
After saving the file and exiting to the command prompt, run the following command to load the new policy file, substituting the path to the file in place of ""$pwpolicy_file"".

[source,bash]
----
/usr/bin/pwpolicy setaccountpolicies $pwpolicy_file
----
WARNING: This may not function properly in macOS Catalina versions prior to 10.15.7.

NOTE: See the password policy supplemental on more information on how to implement password policies on macOS.
",AC-2(3),"3.5.5
3.5.6",SRG-OS-000118-GPOS-00060,,CCI-000795
CCE-84809-3,pwpolicy_account_lockout_enforce,Limit Consecutive Failed Login Attempts to Three,"The macOS _MUST_ be configured to limit the number of failed login attempts to a maximum of three. When the maximum number of failed attempts is reached, the account _MUST_ be locked for a period of time after.

This rule protects against malicious users attempting to gain access to the system via brute-force hacking methods. 
",Configuration Profile,"/usr/bin/osascript -l JavaScript << EOS
$.NSUserDefaults.alloc.initWithSuiteName('com.apple.mobiledevice.passwordpolicy')\
.objectForKey('maxFailedAttempts').js
EOS
",{'integer': 3},"Create a configuration profile containing the following keys in the (com.apple.mobiledevice.passwordpolicy) payload type:

[source,xml]
----
<key>maxFailedAttempts</key>
<integer>3</integer>
----

",AC-7,3.1.8,"SRG-OS-000021-GPOS-00005
SRG-OS-000329-GPOS-00128","AOSX-15-000020
AOSX-15-000022","CCI-000044
CCI-002238"
CCE-84810-1,pwpolicy_account_lockout_timeout_enforce,Set Account Lockout Time to 15 Minutes,"The macOS _MUST_ be configured to enforce a lockout time period of at least 15 minutes when the maximum number of failed logon attempts is reached.

This rule protects against malicious users attempting to gain access to the system via brute-force hacking methods. 
",Configuration Profile,"/usr/bin/osascript -l JavaScript << EOS
$.NSUserDefaults.alloc.initWithSuiteName('com.apple.mobiledevice.passwordpolicy')\
.objectForKey('minutesUntilFailedLoginReset').js
EOS
",{'integer': 15},"Create a configuration profile containing the following keys in the (com.apple.mobiledevice.passwordpolicy) payload type:

[source,xml]
----
<key>minutesUntilFailedLoginReset</key>
<integer>15</integer>
----

",AC-7,3.1.8,SRG-OS-000329-GPOS-00128,AOSX-15-000021,CCI-002238
CCE-84811-9,pwpolicy_alpha_numeric_enforce,Require Passwords Contain a Minimum of One Numeric Character,"The macOS _MUST_ be configured to require at least one numeric character be used when a password is created.

This rule enforces password complexity by requiring users to set passwords that are less vulnerable to malicious users. 

NOTE: The guidance for password based authentication in NIST 800-53 (Rev 5) and NIST 800-63B state that complexity rules should be organizationally defined. The values defined are based off of common complexity values. But your organization may define its own password complexity rules.
",Configuration Profile,"/usr/bin/osascript -l JavaScript << EOS
$.NSUserDefaults.alloc.initWithSuiteName('com.apple.mobiledevice.passwordpolicy')\
.objectForKey('requireAlphanumeric').js
EOS
",{'string': 'true'},"Create a configuration profile containing the following keys in the (com.apple.mobiledevice.passwordpolicy) payload type:

[source,xml]
----
<key>requireAlphanumeric</key>
<true/>
----

",IA-5(1),"3.5.1
3.5.2
3.5.7
3.5.8
3.5.9
3.5.10",SRG-OS-000071-GPOS-00039,AOSX-15-003007,CCI-000194
CCE-84814-3,pwpolicy_history_enforce,Prohibit Password Reuse for a Minimum of Five Generations,"The macOS _MUST_ be configured to enforce a password history of at least five previous passwords when a password is created. 

This rule ensures that users are  not allowed to re-use a password that was used in any of the five previous password generations. 

Limiting password reuse protects against malicious users attempting to gain access to the system via brute-force hacking methods.

NOTE: The guidance for password based authentication in NIST 800-53 (Rev 5) and NIST 800-63B state that complexity rules should be organizationally defined. The values defined are based off of common complexity values. But your organization may define its own password complexity rules.
",Configuration Profile,"/usr/bin/osascript -l JavaScript << EOS
$.NSUserDefaults.alloc.initWithSuiteName('com.apple.mobiledevice.passwordpolicy')\
.objectForKey('pinHistory').js
EOS
",{'integer': 5},"Create a configuration profile containing the following keys in the (com.apple.mobiledevice.passwordpolicy) payload type:

[source,xml]
----
<key>pinHistory</key>
<integer>5</integer>
----

",IA-5(1),"3.5.7
3.5.8
3.5.9
3.5.10",SRG-OS-000077-GPOS-00045,AOSX-15-003009,CCI-000200
CCE-84815-0,pwpolicy_lower_case_character_enforce,Require Passwords Contain a Minimum of One Lowercase Character,"The macOS _MUST_ be configured to require at least one lower-case character be used when a password is created.

This rule enforces password complexity by requiring users to set passwords that are less vulnerable to malicious users. 

NOTE: The guidance for password based authentication in NIST 800-53 (Rev 5) and NIST 800-63B state that complexity rules should be organizationally defined. The values defined are based off of common complexity values. But your organization may define its own password complexity rules.
",Script,"/usr/bin/pwpolicy getaccountpolicies | /usr/bin/grep -v ""Getting global account policies"" | /usr/bin/xmllint --xpath '/plist/dict/array/dict/dict[key=""minimumAlphaCharactersLowerCase""]/integer' - | /usr/bin/awk -F '[<>]' '{print $3}'
",{'integer': 1},"This setting may be enforced using local policy or by a directory service.

To set local policy to require at least 1 lowercase letter, edit the current password policy to contain the following <dict> within the ""policyCategoryPasswordContent"":

[source,xml]
----
<dict>
<key>policyContent</key>
<string>policyAttributePassword matches &apos;(.*[a-z].*){1,}+&apos;</string>
<key>policyIdentifier</key>
<string>Must have at least 1 lowercase letter</string>
<key>policyParameters</key>
<dict>
<key>minimumAlphaCharactersLowerCase</key>
<integer>1</integer>
</dict>
</dict>
----
After saving the file and exiting to the command prompt, run the following command to load the new policy file, substituting the path to the file in place of ""$pwpolicy_file"".

[source,bash]
----
/usr/bin/pwpolicy setaccountpolicies $pwpolicy_file
----
NOTE: See the password policy supplemental on more information on how to implement password policies on macOS.
",IA-5(1),"3.5.1
3.5.2
3.5.7
3.5.8
3.5.9
3.5.10",SRG-OS-000070-GPOS-00038,,CCI-000193
CCE-84816-8,pwpolicy_minimum_length_enforce,Require a Minimum Password Length of 15 Characters,"The macOS _MUST_ be configured to require a minimum of 15 characters be used when a password is created.

This rule enforces password complexity by requiring users to set passwords that are less vulnerable to malicious users. 

NOTE: The guidance for password based authentication in NIST 800-53 (Rev 5) and NIST 800-63B state that complexity rules should be organizationally defined. The values defined are based off of common complexity values. But your organization may define its own password complexity rules.
",Configuration Profile,"/usr/bin/osascript -l JavaScript << EOS
$.NSUserDefaults.alloc.initWithSuiteName('com.apple.mobiledevice.passwordpolicy')\
.objectForKey('minLength').js
EOS
",{'integer': 15},"Create a configuration profile containing the following keys in the (com.apple.mobiledevice.passwordpolicy) payload type:

[source,xml]
----
<key>minLength</key>
<integer>15</integer>
----

",IA-5(1),"3.5.1
3.5.2
3.5.7
3.5.8
3.5.9
3.5.10",SRG-OS-000078-GPOS-00046,AOSX-15-003010,CCI-000205
CCE-84817-6,pwpolicy_minimum_lifetime_enforce,Set Minimum Password Lifetime to 24 Hours,"The macOS _MUST_ be configured to enforce a minimum password lifetime limit of 24 hours.

This rule discourages users from cycling through their previous passwords to get back to a preferred one.

NOTE: The guidance for password based authentication in NIST 800-53 (Rev 5) and NIST 800-63B state that complexity rules should be organizationally defined. The values defined are based off of common complexity values. But your organization may define its own password complexity rules.
",Script,"/usr/bin/pwpolicy getaccountpolicies | /usr/bin/grep -v ""Getting global account policies"" | /usr/bin/xmllint --xpath '/plist/dict/array/dict/dict[key=""policyAttributeMinimumLifetimeHours""]/integer' - | /usr/bin/awk -F '[<>]' '{print $3}'
",{'integer': 24},"This setting may be enforced using local policy or by a directory service.

To set local policy to require a minimum password lifetime, edit the current password policy to contain the following <dict> within the ""policyCategoryPasswordContent"":

[source,xml]
----
<dict>
<key>policyContent</key>
<string>policyAttributeLastPasswordChangeTime &lt; policyAttributeCurrentTime - (policyAttributeMinimumLifetimeHours * 60 * 60)</string>
<key>policyIdentifier</key>
<string>Minimum Password Lifetime</string>
<key>policyParameters</key>
<dict>
<key>policyAttributeMinimumLifetimeHours</key>
<integer>24</integer>
</dict>
</dict>
----
After saving the file and exiting to the command prompt, run the following command to load the new policy file, substituting the path to the file in place of ""$pwpolicy_file"".

[source,bash]
----
/usr/bin/pwpolicy setaccountpolicies $pwpolicy_file
----
NOTE: See the password policy supplemental on more information on how to implement password policies on macOS.
",IA-5,"3.5.7
3.5.8
3.5.9
3.5.10",SRG-OS-000075-GPOS-00043,,
CCE-84818-4,pwpolicy_simple_sequence_disable,"Prohibit Repeating, Ascending, and Descending Character Sequences","The macOS _MUST_ be configured to prohibit the use of repeating, ascending, and descending character sequences when a password is created.

This rule enforces password complexity by requiring users to set passwords that are less vulnerable to malicious users.

NOTE: The guidance for password based authentication in NIST 800-53 (Rev 5) and NIST 800-63B state that complexity rules should be organizationally defined. The values defined are based off of common complexity values. But your organization may define its own password complexity rules.
",Configuration Profile,"/usr/bin/osascript -l JavaScript << EOS
$.NSUserDefaults.alloc.initWithSuiteName('com.apple.mobiledevice.passwordpolicy')\
.objectForKey('allowSimple').js
EOS
",{'string': 'false'},"Create a configuration profile containing the following keys in the (com.apple.mobiledevice.passwordpolicy) payload type:

[source,xml]
----
<key>allowSimple</key>
<false/>
----

",IA-5(1),"3.5.1
3.5.2
3.5.7
3.5.8
3.5.9
3.5.10",SRG-OS-000266-GPOS-00101,,
